Name	GR
YOR219C	0.339
YEL051W	0.339
YAL024C	0.339
YGL259W	0.339
YML038C	0.339
YBR281C	0.339
YBL070C	0.339
YDR380W	0.339
YJR083C	0.339
YDR137W	0.339
YDL020C	0.339
YLL028W	0.339
YLR050C	0.339
YJR015W	0.339
YEL016C	0.339
YDR146C	0.339
YBR092C	0.339
YDR132C	0.339
YFL063W	0.339
YDR256C	0.339
YPL125W	0.339
YOR382W	0.339
YBR242W	0.339
YER162C	0.339
YJL185C	0.339
YIR016W	0.339
YIL139C	0.339
YMR152W	0.339
YLR396C	0.339
YOR360C	0.339
YML058W	0.339
YKL047W	0.339
YNL264C	0.339
YLR041W	0.339
YKR058W	0.339
YMR234W	0.339
YNL046W	0.339
YDR049W	0.339
YGR288W	0.339
YMR141C	0.339
YGR059W	0.339
YOR138C	0.339
YLR428C	0.339
YDR368W	0.339
YKL010C	0.339
YIL042C	0.339
YNL257C	0.339
YLR432W	0.339
YDR233C	0.339
YGR232W	0.339
YBR077C	0.339
YPL112C	0.338
YMR002W	0.338
YPL109C	0.338
YLR102C	0.338
YOR343C	0.338
YKR067W	0.338
YOL147C	0.338
YOL150C	0.338
YNL175C	0.338
YIL093C	0.338
YDR483W	0.338
YPL241C	0.338
YGL015C	0.338
YDR421W	0.338
YER041W	0.338
YOR032C	0.338
YNL230C	0.338
YGR263C	0.338
YDR384C	0.338
YLL005C	0.338
YNR060W	0.338
YML128C	0.338
YML070W	0.338
YOL138C	0.338
YJR020W	0.338
YBR090C	0.338
YJR107W	0.338
YKL128C	0.338
YER132C	0.338
YFL030W	0.338
YAR028W	0.338
YNL275W	0.338
YER142C	0.338
YDR223W	0.338
YLR273C	0.338
YGR176W	0.338
YGR040W	0.338
YDL206W	0.338
YLR387C	0.338
YGL110C	0.338
YML060W	0.338
YGL200C	0.338
YEL023C	0.338
YOR050C	0.338
YEL045C	0.338
YER039C	0.338
YCL033C	0.338
YMR258C	0.338
YGL138C	0.338
YHR162W	0.338
YDR108W	0.338
YKL097C	0.338
YNL090W	0.338
YKR091W	0.338
YNL089C	0.338
YGL090W	0.338
YDL215C	0.338
YBR144C	0.338
YLR327C	0.338
YPR026W	0.338
YMR156C	0.338
YMR172W	0.338
YDR482C	0.338
YML100W	0.338
YKR106W	0.338
YMR172C-A	0.338
YDR425W	0.338
YJL059W	0.338
YGR239C	0.338
YGL107C	0.338
YMR232W	0.338
YFR008W	0.338
YGR042W	0.338
YLL054C	0.338
YDL057W	0.338
YDR338C	0.338
YBR250W	0.338
YIL117C	0.338
YFR044C	0.338
YCL026C-A	0.338
YMR194C-A	0.338
YBR284W	0.338
YIL138C	0.338
YFL015C	0.338
YER086W	0.338
YOR153W	0.338
YJR135C	0.338
YMR011W	0.338
YJR131W	0.338
YKL221W	0.338
YDR508C	0.338
YBR290W	0.338
YOR022C	0.338
YPL110C	0.338
YIL076W	0.338
YAL049C	0.338
YKL206C	0.338
YDR386W	0.338
YMR158W	0.338
YOR093C	0.338
YPR049C	0.338
YDL179W	0.338
YEL060C	0.338
YMR247C	0.338
YPR073C	0.338
YMR306C-A	0.338
YPL250C	0.338
YDL238C	0.338
YCL055W	0.338
YLR053C	0.338
YBR248C	0.338
YDL183C	0.338
YIL056W	0.338
YMR195W	0.338
YOR363C	0.338
YDR242W	0.338
YCL045C	0.338
YDL210W	0.338
YDR139C	0.338
YDR252W	0.338
YPR185W	0.338
YBR293W	0.338
YPL203W	0.338
YDL231C	0.338
YBR138C	0.338
YML079W	0.338
YAL060W	0.338
YFR038W	0.338
YER079W	0.338
YLR442C	0.338
YIL055C	0.338
YLR149C	0.338
YDR408C	0.338
YPR194C	0.337
YHR046C	0.337
YMR254C	0.337
YMR155W	0.337
YJR030C	0.337
YOR009W	0.337
YCR091W	0.337
YKR064W	0.337
YBR116C	0.337
YOL080C	0.337
YFR041C	0.337
YJL106W	0.337
YJL060W	0.337
YDR125C	0.337
YPR171W	0.337
YGL156W	0.337
YIL161W	0.337
YML012W	0.337
YHR156C	0.337
YER090W	0.337
YGL036W	0.337
YIL002C	0.337
YBR052C	0.337
YKL106W	0.337
YKL177W	0.337
YFR018C	0.337
YLR120C	0.337
YBR117C	0.337
YGR072W	0.337
YLR164W	0.337
YGL121C	0.337
YFR022W	0.337
YDL230W	0.337
YMR243C	0.337
YGR197C	0.337
YER084W	0.337
YLL017W	0.337
YER181C	0.337
YER121W	0.337
YDR410C	0.337
YOR118W	0.337
YKR078W	0.337
YOR044W	0.337
YMR317W	0.337
YFL027C	0.337
YMR171C	0.337
YIL067C	0.337
YDR151C	0.337
YKL093W	0.337
YDR248C	0.337
YDR131C	0.337
YLR444C	0.337
YPL106C	0.337
YNL198C	0.337
YDR326C	0.337
YCL034W	0.337
YNL204C	0.337
YMR042W	0.337
YJR025C	0.337
YDR249C	0.337
YER188W	0.337
YMR008C	0.337
YCL022C	0.337
YHR177W	0.337
YGL051W	0.337
YCL005W	0.337
YER134C	0.337
YHR140W	0.337
YOR229W	0.337
YNL058C	0.337
YDR185C	0.337
YNR062C	0.337
YLR112W	0.337
YHR132W-A	0.337
YBL047C	0.337
YMR107W	0.337
YGR194C	0.337
YHR093W	0.337
YDR124W	0.337
YGL010W	0.337
YDR069C	0.337
YOL037C	0.337
YMR148W	0.337
YBR235W	0.337
YMR204C	0.337
YDL243C	0.337
YLR253W	0.337
YGR219W	0.337
YDR183W	0.337
YMR074C	0.337
YDR193W	0.337
YCR011C	0.337
YLR004C	0.337
YDR259C	0.337
YPL108W	0.337
YOR089C	0.337
YOL054W	0.337
YNL044W	0.337
YER113C	0.337
YDR389W	0.337
YBR150C	0.337
YGL012W	0.337
YBR217W	0.337
YNL205C	0.337
YJR088C	0.337
YKL100C	0.337
YLR171W	0.337
YPL033C	0.337
YAL002W	0.337
YEL067C	0.337
YJL151C	0.337
YGL067W	0.337
YKL005C	0.337
YMR316C-B	0.337
YBL081W	0.337
YNL254C	0.337
YBR277C	0.337
YLL060C	0.337
YEL037C	0.337
YPR078C	0.337
YGL162W	0.337
YLR090W	0.337
YLR146C	0.337
YKL121W	0.337
YPL163C	0.337
YOR258W	0.337
YBR216C	0.337
YOL019W	0.337
YNR072W	0.337
YGR199W	0.336
YPR126C	0.336
YER122C	0.336
YML010C-B	0.336
YNR015W	0.336
YJR075W	0.336
YLR191W	0.336
YFR055W	0.336
YOR302W	0.336
YJL007C	0.336
YOR214C	0.336
YDR430C	0.336
YGL013C	0.336
YER097W	0.336
YOR288C	0.336
YGL007W	0.336
YDR206W	0.336
YOL025W	0.336
YDL027C	0.336
YBR259W	0.336
YGR086C	0.336
YIL095W	0.336
YDR276C	0.336
YLR046C	0.336
YGR152C	0.336
YDR070C	0.336
YDR513W	0.336
YFR006W	0.336
YNL074C	0.336
YMR233W	0.336
YDL079C	0.336
YOL070C	0.336
YLL016W	0.336
YMR119W	0.336
YPR047W	0.336
YPL049C	0.336
YLR251W	0.336
YOR084W	0.336
YAL035W	0.336
YGL050W	0.336
YER047C	0.336
YBR147W	0.336
YPR068C	0.336
YNR069C	0.336
YOR052C	0.336
YBR085W	0.336
YPR106W	0.336
YER098W	0.336
YOR315W	0.336
YDR171W	0.336
YMR310C	0.336
YLR035C	0.336
YMR124W	0.336
YDR318W	0.336
YPL136W	0.336
YMR010W	0.336
YGR018C	0.336
YKL168C	0.336
YPR115W	0.336
YKR088C	0.336
YDR322W	0.336
YML011C	0.336
YHR003C	0.336
YPL046C	0.336
YPL212C	0.336
YJL028W	0.336
YKL068W	0.336
YLR282C	0.336
YBR220C	0.336
YOL029C	0.336
YOR199W	0.336
YJL055W	0.336
YGL115W	0.336
YER035W	0.336
YNL085W	0.336
YBR262C	0.336
YGL109W	0.336
YGL243W	0.336
YGL232W	0.336
YPL176C	0.336
YIL001W	0.336
YLR344W	0.336
YPL018W	0.336
YCL001W	0.336
YIL102C	0.336
YOR134W	0.336
YBR158W	0.336
YBR223C	0.336
YAL004W	0.336
YDL088C	0.336
YMR191W	0.336
YOL101C	0.336
YOL111C	0.336
YBR239C	0.336
YAL012W	0.336
YER051W	0.336
YJL088W	0.336
YLR049C	0.336
YGR276C	0.336
YPL191C	0.336
YDR134C	0.336
YBR219C	0.336
YCR023C	0.336
YIL060W	0.336
YEL050C	0.336
YEL047C	0.336
YJR149W	0.336
YHR131C	0.336
YLR036C	0.336
YPL072W	0.336
YAL019W	0.336
YDR502C	0.336
YDR126W	0.336
YLR098C	0.336
YMR069W	0.336
YNL049C	0.336
YIL054W	0.336
YIL011W	0.336
YLR084C	0.336
YCR027C	0.336
YDR345C	0.336
YPL259C	0.336
YHR008C	0.336
YBR105C	0.336
YDR524C	0.336
YIL039W	0.336
YER007W	0.336
YDR528W	0.336
YGR123C	0.336
YLR165C	0.336
YLR169W	0.336
YDR120C	0.336
YGL060W	0.336
YJL068C	0.335
YEL008W	0.335
YER158C	0.335
YDL170W	0.335
YCR014C	0.335
YDL241W	0.335
YPR052C	0.335
YMR073C	0.335
YPL158C	0.335
YCL042W	0.335
YDR445C	0.335
YMR244C-A	0.335
YOL131W	0.335
YBR264C	0.335
YPR121W	0.335
YER135C	0.335
YER143W	0.335
YLR047C	0.335
YER078C	0.335
YJR078W	0.335
YGR093W	0.335
YBR218C	0.335
YER153C	0.335
YOL151W	0.335
YPL220W	0.335
YPL240C	0.335
YML111W	0.335
YOL091W	0.335
YKR040C	0.335
YOR031W	0.335
YBR094W	0.335
YIL173W	0.335
YPL261C	0.335
YOL162W	0.335
YNL327W	0.335
YBR263W	0.335
YCL027W	0.335
YMR322C	0.335
YDL216C	0.335
YDR169C	0.335
YCR043C	0.335
YOL100W	0.335
YER071C	0.335
YPR124W	0.335
YDL130W-A	0.335
YNR040W	0.335
YOR355W	0.335
YFL034W	0.335
YPL179W	0.335
YHR097C	0.335
YDL233W	0.335
YDR158W	0.335
YER002W	0.335
YBR115C	0.335
YDR075W	0.335
YML059C	0.335
YMR024W	0.335
YER089C	0.335
YDR411C	0.335
YFL042C	0.335
YNL179C	0.335
YAL054C	0.335
YDL131W	0.335
YGR077C	0.335
YDR401W	0.335
YBR222C	0.335
YJL006C	0.335
YOR189W	0.335
YMR206W	0.335
YIL096C	0.335
YGR016W	0.335
YDR229W	0.335
YJR148W	0.335
YNL129W	0.335
YAL008W	0.335
YNL190W	0.335
YDR008C	0.335
YLL015W	0.335
YGR130C	0.335
YAL036C	0.335
YGL081W	0.335
YML074C	0.335
YGL160W	0.335
YDR219C	0.335
YOR007C	0.335
YPL074W	0.335
YLR454W	0.335
YLR351C	0.335
YHR048W	0.335
YJR021C	0.335
YOL044W	0.335
YOR040W	0.335
YCR101C	0.335
YLR415C	0.335
YMR157C	0.335
YDR110W	0.335
YPL195W	0.335
YCL050C	0.335
YGL249W	0.335
YOR092W	0.335
YJR130C	0.335
YLR348C	0.335
YBL086C	0.335
YFR035C	0.335
YMR025W	0.335
YPR064W	0.335
YGR279C	0.335
YJR008W	0.335
YOR012W	0.335
YCL030C	0.335
YNL279W	0.335
YMR040W	0.335
YDR136C	0.335
YGL108C	0.335
YPL113C	0.335
YLR077W	0.335
YCR049C	0.335
YPR114W	0.335
YPR091C	0.335
YNR061C	0.335
YNL136W	0.335
YGR270W	0.335
YNL020C	0.335
YPR050C	0.335
YGR039W	0.335
YAL055W	0.335
YLR032W	0.335
YER032W	0.335
YBR104W	0.335
YMR030W	0.335
YLR426W	0.335
YER066C-A	0.335
YLR179C	0.335
YER091C-A	0.335
YDR422C	0.335
YBR099C	0.335
YOR029W	0.335
YMR017W	0.335
YLR095C	0.335
YCR020C-A	0.335
YPR013C	0.335
YPL119C	0.335
YGL039W	0.335
YDL124W	0.335
YER144C	0.335
YBR283C	0.335
YBL091C-A	0.335
YGL173C	0.335
YCL048W	0.335
YKR033C	0.335
YHR139C	0.335
YLR417W	0.335
YCR020C	0.335
YGR210C	0.335
YER124C	0.335
YPR117W	0.335
YNL034W	0.335
YGL241W	0.335
YLR349W	0.335
YDR202C	0.335
YDR493W	0.335
YPL150W	0.335
YDR263C	0.334
YDR477W	0.334
YJR069C	0.334
YER016W	0.334
YEL054C	0.334
YJL024C	0.334
YNL122C	0.334
YNL145W	0.334
YJL182C	0.334
YIL100W	0.334
YPL088W	0.334
YIR036C	0.334
YMR153C-A	0.334
YPL165C	0.334
YBR241C	0.334
YNL314W	0.334
YOR268C	0.334
YJR106W	0.334
YOR090C	0.334
YOL030W	0.334
YPR149W	0.334
YLR108C	0.334
YER064C	0.334
YOR086C	0.334
YPR020W	0.334
YDR275W	0.334
YDR262W	0.334
YPR156C	0.334
YGL254W	0.334
YER087W	0.334
YLR241W	0.334
YDR515W	0.334
YPL009C	0.334
YNL293W	0.334
YPL103C	0.334
YCR102C	0.334
YHR158C	0.334
YPL135W	0.334
YGR205W	0.334
YMR096W	0.334
YNL157W	0.334
YNL053W	0.334
YEL005C	0.334
YGR025W	0.334
YJL172W	0.334
YMR261C	0.334
YLR205C	0.334
YPL038W	0.334
YIL044C	0.334
YDR270W	0.334
YGR027C	0.334
YJL080C	0.334
YKL084W	0.334
YPR066W	0.334
YHR113W	0.334
YPR127W	0.334
YBR103W	0.334
YLL032C	0.334
YLR380W	0.334
YLR072W	0.334
YMR006C	0.334
YDR314C	0.334
YDL049C	0.334
YIL045W	0.334
YDL167C	0.334
YGL139W	0.334
YOR120W	0.334
YNL318C	0.334
YCR010C	0.334
YLR119W	0.334
YPR111W	0.334
YDR450W	0.334
YHL003C	0.334
YGR089W	0.334
YLR236C	0.334
YLR189C	0.334
YOL160W	0.334
YGL257C	0.334
YPL022W	0.334
YML067C	0.334
YCL057W	0.334
YBR159W	0.334
YGL224C	0.334
YBL107C	0.334
YLL053C	0.334
YNL147W	0.334
YMR326C	0.334
YGL203C	0.334
YGR106C	0.334
YKL160W	0.334
YDL182W	0.334
YGL194C	0.334
YMR065W	0.334
YGL124C	0.334
YMR189W	0.334
YLR001C	0.334
YIL007C	0.334
YDL226C	0.334
YPL258C	0.334
YNL218W	0.334
YLR082C	0.334
YCL064C	0.334
YOR292C	0.334
YOL108C	0.334
YIL160C	0.334
YDR415C	0.334
YDR406W	0.334
YDR321W	0.334
YDR205W	0.334
YCR090C	0.334
YDL242W	0.334
YPL246C	0.334
YOR094W	0.334
YDL051W	0.334
YER137C	0.334
YER149C	0.334
YCL075W	0.334
YOL163W	0.334
YOR196C	0.334
YHR198C	0.334
YBL049W	0.334
YGR148C	0.334
YBR206W	0.334
YBR005W	0.334
YKR060W	0.334
YMR278W	0.334
YCR021C	0.334
YOR091W	0.334
YER176W	0.334
YBR278W	0.334
YKL065C	0.334
YER066W	0.334
YGR234W	0.334
YOR125C	0.334
YDR277C	0.334
YAR015W	0.334
YHR114W	0.334
YKR097W	0.334
YKR032W	0.334
YOR273C	0.334
YIL167W	0.334
YMR082C	0.334
YER027C	0.334
YKR050W	0.333
YDL059C	0.333
YDL225W	0.333
YPL207W	0.333
YML081C-A	0.333
YGL152C	0.333
YLR213C	0.333
YMR054W	0.333
YLR031W	0.333
YEL011W	0.333
YER184C	0.333
YJL073W	0.333
YNL099C	0.333
YMR173W-A	0.333
YKL124W	0.333
YMR183C	0.333
YLR244C	0.333
YJL146W	0.333
YMR252C	0.333
YDR520C	0.333
YLL023C	0.333
YPR079W	0.333
YBR068C	0.333
YGR017W	0.333
YJR010W	0.333
YIL059C	0.333
YNR064C	0.333
YLR224W	0.333
YDR476C	0.333
YHR176W	0.333
YLL001W	0.333
YML107C	0.333
YBR083W	0.333
YDR330W	0.333
YMR291W	0.333
YGR241C	0.333
YEL072W	0.333
YNL237W	0.333
YML042W	0.333
YFL047W	0.333
YLR094C	0.333
YPR154W	0.333
YJL049W	0.333
YKR089C	0.333
YCR004C	0.333
YBR149W	0.333
YGR166W	0.333
YPR061C	0.333
YML083C	0.333
YNR044W	0.333
YLR233C	0.333
YGR240C	0.333
YLR217W	0.333
YLR392C	0.333
YPL137C	0.333
YLR312C	0.333
YOR013W	0.333
YGL228W	0.333
YNL334C	0.333
YKR011C	0.333
YJR014W	0.333
YNL183C	0.333
YMR320W	0.333
YGL166W	0.333
YLR353W	0.333
YGL104C	0.333
YCR007C	0.333
YNL078W	0.333
YOL159C	0.333
YLL047W	0.333
YEL030W	0.333
YKL135C	0.333
YFR009W	0.333
YBL061C	0.333
YMR114C	0.333
YNL155W	0.333
YLR255C	0.333
YDR516C	0.333
YEL006W	0.333
YOL104C	0.333
YHR021W-A	0.333
YGL131C	0.333
YDR112W	0.333
YGR038W	0.333
YLR429W	0.333
YNR004W	0.333
YPL096W	0.333
YDR255C	0.333
YGR287C	0.333
YJL048C	0.333
YJR099W	0.333
YHR138C	0.333
YDR451C	0.333
YER130C	0.333
YMR153W	0.333
YMR026C	0.333
YGR230W	0.333
YDR506C	0.333
YER179W	0.333
YOL114C	0.333
YMR101C	0.333
YDR147W	0.333
YJL030W	0.333
YBR296C	0.333
YMR246W	0.333
YHL030W	0.333
YNR029C	0.333
YDR191W	0.333
YGL037C	0.333
YMR216C	0.333
YMR266W	0.333
YGR110W	0.333
YGR281W	0.333
YDR077W	0.333
YBR221C	0.333
YDR414C	0.333
YLR073C	0.333
YCL038C	0.333
YLL014W	0.332
YBR056W	0.332
YML080W	0.332
YOR337W	0.332
YOL035C	0.332
YIL015C-A	0.332
YKL120W	0.332
YER010C	0.332
YJR073C	0.332
YBR012C	0.332
YER085C	0.332
YJL154C	0.332
YDR085C	0.332
YPR021C	0.332
YLR126C	0.332
YPR065W	0.332
YDR020C	0.332
YOR327C	0.332
YNL268W	0.332
YGR008C	0.332
YPL051W	0.332
YKL063C	0.332
YPL256C	0.332
YDR456W	0.332
YJL036W	0.332
YGR193C	0.332
YGR022C	0.332
YCR105W	0.332
YLR455W	0.332
YDR018C	0.332
YLR300W	0.332
YEL028W	0.332
YLR199C	0.332
YOL109W	0.332
YHR180W	0.332
YPR024W	0.332
YCR037C	0.332
YKL123W	0.332
YGR125W	0.332
YMR279C	0.332
YLR093C	0.332
YGR010W	0.332
YNL274C	0.332
YJR125C	0.332
YGR290W	0.332
YMR185W	0.332
YNL325C	0.332
YML122C	0.332
YNL217W	0.332
YLR034C	0.332
YDL050C	0.332
YCR019W	0.332
YPL170W	0.332
YMR135C	0.332
YOR028C	0.332
YKR076W	0.332
YER128W	0.332
YLL063C	0.332
YMR158C-B	0.332
YIR035C	0.332
YDR453C	0.332
YIL121W	0.332
YOR024W	0.332
YLR059C	0.332
YOL087C	0.332
YGR066C	0.332
YMR119W-A	0.332
YIL047C	0.332
YJL044C	0.332
YDL175C	0.332
YFR011C	0.332
YCL024W	0.332
YIL145C	0.332
YDR066C	0.332
YPR120C	0.332
YOR212W	0.332
YKR090W	0.332
YJL057C	0.332
YPR147C	0.332
YGR196C	0.332
YKR047W	0.332
YOL118C	0.332
YGR084C	0.332
YGL262W	0.332
YDR266C	0.332
YLR366W	0.332
YJL135W	0.332
YGL205W	0.332
YDR436W	0.332
YJL016W	0.332
YLR280C	0.332
YBL015W	0.332
YLR292C	0.332
YEL066W	0.332
YPL194W	0.332
YNL135C	0.332
YNL031C	0.332
YNL101W	0.332
YDR004W	0.332
YOR082C	0.332
YBL102W	0.332
YNL117W	0.332
YCR098C	0.332
YKL075C	0.332
YOR087W	0.332
YPR022C	0.332
YNL092W	0.332
YOR142W	0.332
YKL187C	0.332
YGR286C	0.332
YML096W	0.332
YOL055C	0.332
YNL303W	0.332
YMR259C	0.332
YKL215C	0.332
YKR010C	0.332
YLR269C	0.332
YNL301C	0.332
YBR187W	0.332
YMR284W	0.332
YJL022W	0.332
YNL134C	0.332
YNR071C	0.332
YJR137C	0.332
YLR252W	0.332
YOL042W	0.332
YNL315C	0.332
YLR352W	0.332
YKL136W	0.332
YNL116W	0.332
YER109C	0.331
YDR462W	0.331
YLR279W	0.331
YMR209C	0.331
YMR132C	0.331
YNL005C	0.331
YMR140W	0.331
YHL031C	0.331
YCR008W	0.331
YGR256W	0.331
YDL177C	0.331
YJR145C	0.331
YER040W	0.331
YLR194C	0.331
YAL064C-A	0.331
YDR245W	0.331
YLR326W	0.331
YLL052C	0.331
YLR024C	0.331
YHL020C	0.331
YGL258W	0.331
YGL217C	0.331
YOR298C-A	0.331
YMR316W	0.331
YGR182C	0.331
YCL025C	0.331
YIL070C	0.331
YMR023C	0.331
YLR174W	0.331
YGR203W	0.331
YJL082W	0.331
YJR080C	0.331
YHR014W	0.331
YJR024C	0.331
YJR119C	0.331
YOR376W	0.331
YPR053C	0.331
YLR121C	0.331
YMR136W	0.331
YMR241W	0.331
YPL041C	0.331
YER175C	0.331
YLL051C	0.331
YKR093W	0.331
YHR035W	0.331
YER152C	0.331
YOR021C	0.331
YGL180W	0.331
YBR064W	0.331
YLR299W	0.331
YMR160W	0.331
YKR048C	0.331
YNR067C	0.331
YIL025C	0.331
YOR152C	0.331
YGR223C	0.331
YDL236W	0.331
YMR056C	0.331
YPR040W	0.331
YFR032C	0.331
YER077C	0.331
YPL095C	0.331
YMR276W	0.331
YGL253W	0.331
YPL123C	0.331
YJL038C	0.331
YDR278C	0.331
YNL321W	0.331
YMR021C	0.331
YMR067C	0.331
YPR014C	0.331
YFL028C	0.331
YFL041W	0.331
YPR158W	0.331
YOR039W	0.331
YER092W	0.331
YMR180C	0.331
YDR198C	0.331
YPR166C	0.331
YKL046C	0.331
YBR173C	0.331
YLR288C	0.331
YBL005W	0.331
YDR057W	0.331
YML035C-A	0.331
YAL045C	0.331
YPR015C	0.331
YGL063W	0.331
YNL125C	0.330
YOL099C	0.330
YMR225C	0.330
YDR523C	0.330
YML001W	0.330
YMR031C	0.330
YLR271W	0.330
YBL002W	0.330
YDL188C	0.330
YOR038C	0.330
YMR055C	0.330
YBL003C	0.330
YPR092W	0.330
YNL214W	0.330
YOR345C	0.330
YDR534C	0.330
YBR210W	0.330
YFL046W	0.330
YLR099C	0.330
YDR285W	0.330
YGR019W	0.330
YPR017C	0.330
YMR123W	0.330
YLR040C	0.330
YML055W	0.330
YML056C	0.330
YOL036W	0.330
YKR045C	0.330
YDL066W	0.330
YOR371C	0.330
YPL004C	0.330
YDR525W-A	0.330
YDR352W	0.330
YGL226C-A	0.330
YDR090C	0.330
YKR030W	0.330
YLR083C	0.330
YOR279C	0.330
YAR002W	0.330
YGR080W	0.330
YLR210W	0.330
YGL021W	0.330
YGR015C	0.330
YMR174C	0.330
YNL030W	0.330
YIL122W	0.330
YGR201C	0.330
YMR121C	0.330
YBL058W	0.330
YOR054C	0.330
YKR104W	0.330
YBL010C	0.330
YNL220W	0.330
YPL105C	0.330
YJL043W	0.330
YDR184C	0.330
YLR400W	0.330
YDL240W	0.330
YLR019W	0.330
YGR250C	0.330
YNR059W	0.330
YLR427W	0.330
YML084W	0.330
YML054C	0.330
YKL081W	0.330
YGR284C	0.330
YLR018C	0.330
YDR374C	0.330
YGR283C	0.330
YOL068C	0.330
YGL255W	0.330
YGR129W	0.330
YER046W	0.330
YNL176C	0.330
YLR381W	0.330
YKL071W	0.330
YJL029C	0.330
YNL070W	0.330
YBR199W	0.330
YER139C	0.330
YMR253C	0.330
YFR057W	0.330
YNL259C	0.330
YGL170C	0.330
YHR133C	0.330
YGL132W	0.330
YBR107C	0.330
YAL061W	0.330
YLR354C	0.330
YDR084C	0.329
YOR364W	0.329
YKL157W	0.329
YBR231C	0.329
YLL044W	0.329
YMR192W	0.329
YPR157W	0.329
YML109W	0.329
YKR018C	0.329
YLR356W	0.329
YOR051C	0.329
YMR133W	0.329
YER031C	0.329
YNL319W	0.329
YPL171C	0.329
YDL021W	0.329
YIL166C	0.329
YNL146W	0.329
YJL004C	0.329
YPL092W	0.329
YGL062W	0.329
YIL049W	0.329
YMR242C	0.329
YGL230C	0.329
YOR027W	0.329
YGR007W	0.329
YGR153W	0.329
YDL187C	0.329
YML104C	0.329
YOL007C	0.329
YKL167C	0.329
YOR139C	0.329
YEL014C	0.329
YMR219W	0.329
YFR024C	0.329
YGR183C	0.329
YER150W	0.329
YBR151W	0.329
YOR289W	0.329
YPR071W	0.329
YMR022W	0.329
YLR307W	0.329
YNL142W	0.329
YCL028W	0.329
YDR465C	0.329
YPR090W	0.329
YHR179W	0.329
YOR369C	0.329
YCL023C	0.329
YNL316C	0.329
YHR199C	0.329
YHR153C	0.329
YNR031C	0.329
YNL266W	0.329
YMR071C	0.329
YLR219W	0.329
YGR021W	0.329
YNR012W	0.329
YAR047C	0.329
YNL086W	0.329
YOL119C	0.329
YMR137C	0.329
YBR133C	0.329
YDR273W	0.329
YFL019C	0.329
YHR137W	0.329
YLR025W	0.329
YPL116W	0.329
YFL014W	0.329
YOL028C	0.329
YDR116C	0.329
YCR015C	0.329
YNL094W	0.329
YMR319C	0.329
YPR008W	0.329
YLL024C	0.329
YDR282C	0.329
YFL044C	0.329
YDR051C	0.329
YER114C	0.329
YJL145W	0.329
YMR196W	0.329
YNL255C	0.329
YML050W	0.329
YOL158C	0.329
YML106W	0.329
YDR495C	0.329
YKL151C	0.329
YNL300W	0.329
YPR093C	0.329
YGR144W	0.329
YKR009C	0.329
YGR261C	0.329
YER088C	0.329
YGL220W	0.329
YGR177C	0.329
YLR170C	0.328
YPR155C	0.328
YML071C	0.328
YJL071W	0.328
YEL010W	0.328
YGR233C	0.328
YJR108W	0.328
YER186C	0.328
YOR014W	0.328
YKL053W	0.328
YKR044W	0.328
YBR058C	0.328
YLR460C	0.328
YJL058C	0.328
YGR067C	0.328
YGL105W	0.328
YLL027W	0.328
YMR130W	0.328
YAR020C	0.328
YJR094W-A	0.328
YDL077C	0.328
YHR100C	0.328
YEL057C	0.328
YDL144C	0.328
YMR129W	0.328
YBL096C	0.328
YLR037C	0.328
YMR048W	0.328
YMR138W	0.328
YER185W	0.328
YMR222C	0.328
YLR225C	0.328
YOL057W	0.328
YAL030W	0.328
YML041C	0.328
YBR007C	0.328
YLR281C	0.328
YGL209W	0.328
YHR132C	0.328
YDL200C	0.328
YLR334C	0.328
YDR071C	0.328
YDL089W	0.328
YFR054C	0.328
YKL079W	0.328
YDR391C	0.328
YPR173C	0.328
YOR271C	0.328
YOR025W	0.328
YGL199C	0.328
YJR146W	0.328
YJR147W	0.328
YIL097W	0.328
YKL105C	0.328
YJL137C	0.328
YLR220W	0.328
YHR207C	0.328
YPL035C	0.328
YEL009C	0.328
YAL065C	0.328
YMR031W-A	0.328
YGL229C	0.328
YIL038C	0.328
YGL202W	0.328
YBL024W	0.328
YMR019W	0.328
YLR258W	0.328
YML006C	0.328
YER044C	0.328
YCR017C	0.328
YIL005W	0.328
YFL033C	0.328
YML100W-A	0.328
YKL054C	0.328
YGR043C	0.328
YNL203C	0.328
YML037C	0.328
YER174C	0.328
YLL043W	0.328
YPL107W	0.327
YMR202W	0.327
YDR165W	0.327
YOL043C	0.327
YNR002C	0.327
YHR095W	0.327
YER087C-A	0.327
YGR037C	0.327
YLL055W	0.327
YDR443C	0.327
YPR188C	0.327
YKL129C	0.327
YPR037C	0.327
YIR001C	0.327
YLR386W	0.327
YOR358W	0.327
YDR103W	0.327
YCL056C	0.327
YPL026C	0.327
YMR274C	0.327
YJL132W	0.327
YMR184W	0.327
YOL089C	0.327
YML068W	0.327
YER007C-A	0.327
YGL042C	0.327
YOR366W	0.327
YNL121C	0.327
YDR393W	0.327
YDL219W	0.327
YGR169C	0.327
YNL064C	0.327
YKR041W	0.327
YBL001C	0.327
YBR025C	0.327
YOR175C	0.327
YNR049C	0.327
YKL185W	0.327
YMR199W	0.327
YCR050C	0.327
YJL136C	0.327
YJR117W	0.327
YPL263C	0.327
YPR153W	0.327
YHR155W	0.327
YFR045W	0.327
YML078W	0.327
YER091C	0.327
YGL196W	0.327
YLR266C	0.327
YDR068W	0.327
YLR052W	0.327
