Name	GR
YBR113W	0.327
YBL098W	0.327
YER053C	0.327
YDR019C	0.327
YGL101W	0.327
YAL039C	0.327
YAL022C	0.327
YNR033W	0.327
YLR453C	0.327
YOR132W	0.327
YER183C	0.327
YML022W	0.327
YGL222C	0.327
YLR172C	0.327
YIL084C	0.327
YKR016W	0.327
YBR148W	0.327
YHR127W	0.327
YDL046W	0.327
YLL010C	0.327
YDL093W	0.327
YIL027C	0.327
YML048W-A	0.327
YML088W	0.327
YOR068C	0.327
YDR519W	0.327
YBR067C	0.327
YCL040W	0.327
YBR066C	0.326
YMR029C	0.326
YOR069W	0.326
YDR014W	0.326
YHR073W	0.326
YDR452W	0.326
YDR076W	0.326
YHL005C	0.326
YPL157W	0.326
YDR100W	0.326
YKR015C	0.326
YLR367W	0.326
YCL008C	0.326
YHL041W	0.326
YBR260C	0.326
YKL140W	0.326
YEL015W	0.326
YCR106W	0.326
YLR085C	0.326
YFL040W	0.326
YLR128W	0.326
YPL002C	0.326
YLR107W	0.326
YER106W	0.326
YMR294W	0.326
YJL142C	0.326
YPR011C	0.326
YCR016W	0.326
YPR118W	0.326
YML101C	0.326
YFL013C	0.326
YPL098C	0.326
YDL222C	0.326
YHR185C	0.326
YER182W	0.326
YKR099W	0.326
YGL208W	0.326
YDR474C	0.326
YIL028W	0.326
YOL048C	0.326
YLR332W	0.326
YKL074C	0.326
YDR333C	0.326
YJL198W	0.326
YMR060C	0.326
YPL121C	0.326
YBL095W	0.326
YLR434C	0.326
YBL089W	0.326
YOR333C	0.326
YGL064C	0.326
YKR026C	0.326
YLR449W	0.326
YLR308W	0.326
YKL132C	0.326
YML103C	0.326
YLL029W	0.326
YPR125W	0.326
YBR101C	0.326
YGL049C	0.326
YOR300W	0.326
YHR015W	0.326
YOR008C-A	0.326
YEL059W	0.326
YNL324W	0.326
YLR290C	0.326
YDL169C	0.325
YDL136W	0.325
YDR220C	0.325
YDR001C	0.325
YDR072C	0.325
YMR187C	0.325
YPL139C	0.325
YDR540C	0.325
YCL063W	0.325
YKL213C	0.325
YPL081W	0.325
YMR110C	0.325
YDR336W	0.325
YLR343W	0.325
YDR097C	0.325
YNL239W	0.325
YDR048C	0.325
YNL041C	0.325
YJL217W	0.325
YJL186W	0.325
YIL089W	0.325
YML058C-A	0.325
YIL023C	0.325
YGR068C	0.325
YNR020C	0.325
YOR076C	0.325
YGR237C	0.325
YOL016C	0.325
YLR284C	0.325
YLR133W	0.325
YJL051W	0.325
YML020W	0.325
YDR080W	0.325
YLL046C	0.325
YER115C	0.325
YHL010C	0.325
YKL062W	0.325
YPL115C	0.325
YOL049W	0.325
YNL289W	0.325
YBR126C	0.325
YOR140W	0.325
YJL196C	0.325
YBR072W	0.325
YOL013W-A	0.325
YLR209C	0.325
YOR015W	0.325
YMR068W	0.325
YDR479C	0.325
YBR163W	0.325
YDR089W	0.325
YER170W	0.325
YER028C	0.325
YBL009W	0.325
YCL009C	0.325
YDR107C	0.325
YHR154W	0.325
YER004W	0.325
YDR227W	0.325
YGR141W	0.325
YBL016W	0.325
YDL048C	0.325
YDL070W	0.325
YDR007W	0.325
YKL133C	0.325
YKL146W	0.325
YLR136C	0.325
YER173W	0.325
YDL053C	0.325
YAL011W	0.325
YJR134C	0.324
YGR248W	0.324
YOR034C	0.324
YBL022C	0.324
YJR011C	0.324
YGL223C	0.324
YBR233W	0.324
YER178W	0.324
YNL040W	0.324
YLR385C	0.324
YOR350C	0.324
YER101C	0.324
YJR055W	0.324
YLR123C	0.324
YNR047W	0.324
YNL180C	0.324
YJL023C	0.324
YER011W	0.324
YMR102C	0.324
YMR264W	0.324
YKR042W	0.324
YGR126W	0.324
YPL138C	0.324
YPR096C	0.324
YGL165C	0.324
YOL050C	0.324
YHL040C	0.324
YJL037W	0.324
YPL019C	0.324
YDR105C	0.324
YOR131C	0.324
YBR238C	0.324
YGR235C	0.324
YGL026C	0.324
YFR056C	0.324
YML076C	0.324
YPL168W	0.324
YNL016W	0.324
YLR038C	0.324
YIL155C	0.324
YDR467C	0.324
YDR063W	0.324
YPL023C	0.324
YBR051W	0.324
YKR031C	0.324
YIR004W	0.324
YCL039W	0.324
YGL231C	0.324
YHR142W	0.324
YLR446W	0.324
YER069W	0.324
YNR034W	0.324
YMR289W	0.324
YHL026C	0.324
YKL142W	0.324
YLL045C	0.324
YHL039W	0.324
YKR001C	0.324
YLR433C	0.324
YLR092W	0.324
YBR258C	0.324
YMR015C	0.324
YHR018C	0.324
YLR135W	0.324
YCR063W	0.324
YIL164C	0.324
YML062C	0.324
YDL159W	0.324
YNR007C	0.323
YMR272C	0.323
YOL098C	0.323
YDR279W	0.323
YDR521W	0.323
YGR097W	0.323
YGR272C	0.323
YMR063W	0.323
YLR246W	0.323
YLR130C	0.323
YHR012W	0.323
YKL002W	0.323
YLR313C	0.323
YNR009W	0.323
YNL076W	0.323
YFL018C	0.323
YPR074C	0.323
YLR214W	0.323
YML002W	0.323
YKL191W	0.323
YIL112W	0.323
YPL056C	0.323
YMR041C	0.323
YDR492W	0.323
YNL115C	0.323
YDR095C	0.323
YKL118W	0.323
YLR398C	0.323
YGL147C	0.323
YPL089C	0.323
YBR139W	0.323
YLR265C	0.323
YOL110W	0.323
YJL152W	0.323
YJR097W	0.322
YGR127W	0.322
YML108W	0.322
YER054C	0.322
YDR055W	0.322
YDR284C	0.322
YMR111C	0.322
YDL181W	0.322
YDR441C	0.322
YOR036W	0.322
YHR039C	0.322
YIL114C	0.322
YBL059W	0.322
YOR144C	0.322
YPR140W	0.322
YGR170W	0.322
YDR480W	0.322
YER039C-A	0.322
YNL253W	0.322
YIL168W	0.322
YGL227W	0.322
YDL040C	0.322
YLR138W	0.322
YLR324W	0.322
YCR024C-A	0.322
YDR241W	0.322
YKL161C	0.322
YMR075C-A	0.322
YDL076C	0.322
YFR013W	0.322
YPR012W	0.322
YBR069C	0.322
YNL143C	0.322
YGL214W	0.322
YJL120W	0.322
YGL002W	0.322
YKL150W	0.322
YPL065W	0.322
YML027W	0.322
YGR260W	0.322
YNR018W	0.322
YER187W	0.322
YIL156W	0.322
YKR049C	0.322
YLR134W	0.322
YMR177W	0.322
YCL011C	0.322
YGL126W	0.322
YGR134W	0.322
YAL058C-A	0.322
YMR176W	0.322
YER169W	0.322
YDL142C	0.322
YJR118C	0.322
YPL060W	0.322
YPR097W	0.321
YFR034C	0.321
YJR129C	0.321
YBR295W	0.321
YJR053W	0.321
YMR273C	0.321
YDL072C	0.321
YHR077C	0.321
YGR131W	0.321
YMR057C	0.321
YBR172C	0.321
YML099C	0.321
YGL263W	0.321
YFL021W	0.321
YPR189W	0.321
YLR283W	0.321
YGR070W	0.321
YMR075W	0.321
YGR026W	0.321
YCR061W	0.321
YKR084C	0.321
YPL027W	0.321
YDR027C	0.321
YHR104W	0.321
YHR109W	0.321
YLR287C	0.321
YHR136C	0.321
YPR098C	0.321
YDR533C	0.321
YGL127C	0.321
YNL242W	0.321
YKL156W	0.321
YLR445W	0.321
YGL252C	0.321
YJL212C	0.321
YKR043C	0.321
YFR007W	0.321
YBL013W	0.321
YDL001W	0.321
YFL025C	0.321
YIL137C	0.321
YML081W	0.321
YGL210W	0.321
YMR120C	0.321
YJR111C	0.321
YIL020C	0.321
YIL132C	0.321
YNR068C	0.321
YGR258C	0.321
YLR303W	0.320
YPL021W	0.320
YER001W	0.320
YIL024C	0.320
YLR403W	0.320
YDR463W	0.320
YHR082C	0.320
YML047C	0.320
YBR047W	0.320
YGR257C	0.320
YNL104C	0.320
YMR066W	0.320
YHR044C	0.320
YGR092W	0.320
YHR189W	0.320
YDL071C	0.320
YHL042W	0.320
YKR092C	0.320
YGL216W	0.320
YIL074C	0.320
YOR221C	0.320
YHR160C	0.320
YGR249W	0.320
YGL237C	0.320
YML034W	0.320
YNL144C	0.320
YGL133W	0.320
YPR072W	0.320
YGR079W	0.320
YCR059C	0.320
YHR059W	0.320
YOR275C	0.320
YNR014W	0.320
YPR193C	0.319
YPR100W	0.319
YEL001C	0.319
YML090W	0.319
YFR046C	0.319
YNL231C	0.319
YDR149C	0.319
YKL211C	0.319
YBL087C	0.319
YLR437C	0.319
YER080W	0.319
YPR009W	0.319
YEL012W	0.319
YJL161W	0.319
YCR087C-A	0.319
YML016C	0.319
YNL095C	0.319
YML010W-A	0.319
YLR331C	0.319
YJR110W	0.319
YLR452C	0.319
YLR190W	0.319
YHR094C	0.319
YDL189W	0.319
YNL320W	0.319
YNL043C	0.319
YDR067C	0.319
YLR319C	0.319
YMR139W	0.319
YNL066W	0.319
YDR455C	0.319
YHR043C	0.319
YKL085W	0.319
YGL143C	0.319
YLR363C	0.319
YKL139W	0.319
YDR485C	0.319
YMR103C	0.319
YIL014W	0.319
YNL093W	0.319
YHL017W	0.319
YPR051W	0.319
YBR162C	0.319
YIL077C	0.319
YLL041C	0.319
YGR162W	0.318
YIL116W	0.318
YMR283C	0.318
YDR525W	0.318
YJL159W	0.318
YJL046W	0.318
YDR488C	0.318
YHL013C	0.318
YHR005C	0.318
YOR265W	0.318
YOR150W	0.318
YMR285C	0.318
YDR102C	0.318
YGL029W	0.318
YMR036C	0.318
YNR008W	0.318
YKR087C	0.318
YNL028W	0.318
YJL134W	0.318
YNL333W	0.318
YIL079C	0.318
YML032C	0.318
YNL233W	0.318
YLR297W	0.318
YNL296W	0.318
YIR009W	0.318
YBR246W	0.318
YOL023W	0.318
YHR037W	0.318
YCL001W-A	0.318
YOR008C	0.318
YDR157W	0.318
YJR070C	0.318
YML057W	0.318
YBR195C	0.318
YDR094W	0.318
YHR028C	0.318
YKL212W	0.318
YNL004W	0.318
YAL009W	0.318
YDR471W	0.318
YBR057C	0.318
YPR179C	0.318
YGR004W	0.318
YDR092W	0.318
YMR198W	0.318
YLL049W	0.318
YER005W	0.317
YDL158C	0.317
YDL034W	0.317
YKL159C	0.317
YLR394W	0.317
YLR395C	0.317
YBR300C	0.317
YIL036W	0.317
YNL068C	0.317
YNL091W	0.317
YHR135C	0.317
YJL052W	0.317
YLR421C	0.317
YKL222C	0.317
YLR451W	0.317
YLR055C	0.317
YGR124W	0.317
YPR197C	0.317
YNL080C	0.317
YJL131C	0.317
YPR195C	0.317
YDR439W	0.317
YMR154C	0.317
YPL066W	0.317
YBR291C	0.317
YLR232W	0.317
YLR006C	0.317
YBR037C	0.317
YFR010W	0.317
YHL044W	0.317
YNL168C	0.317
YGR003W	0.317
YGR273C	0.317
YDR317W	0.317
YDR541C	0.317
YER119C	0.317
YHR112C	0.317
YFL006W	0.317
YGR117C	0.317
YBR161W	0.316
YMR275C	0.316
YJL165C	0.316
YIL098C	0.316
YGR061C	0.316
YMR224C	0.316
YCR068W	0.316
YCR036W	0.316
YBR179C	0.316
YIL141W	0.316
YDR392W	0.316
YBR106W	0.316
YPR191W	0.316
YHR123W	0.316
YER118C	0.316
YLR296W	0.316
YAL020C	0.316
YDR283C	0.316
YLR285W	0.316
YJL047C	0.316
YNL283C	0.316
YNR013C	0.316
YMR193C-A	0.316
YOR006C	0.316
YGL084C	0.316
YPL245W	0.316
YFR048W	0.315
YDL012C	0.315
YLR374C	0.315
YLR372W	0.315
YHR126C	0.315
YPR084W	0.315
YJL150W	0.315
YHR031C	0.315
YER042W	0.315
YJL193W	0.315
YDR447C	0.315
YER123W	0.315
YDR403W	0.315
YGL226W	0.315
YDL094C	0.315
YNR048W	0.315
YGL163C	0.315
YER095W	0.315
YOL071W	0.315
YER063W	0.315
YML124C	0.315
YDR522C	0.315
YJL218W	0.315
YOL088C	0.315
YLR286C	0.315
YIL103W	0.315
YLR183C	0.315
YNL077W	0.315
YBR129C	0.315
YKR057W	0.315
YER120W	0.315
YBR141C	0.315
YBL012C	0.315
YBR108W	0.315
YPL181W	0.315
YHR193C	0.315
YJR092W	0.315
YGR247W	0.314
YHR184W	0.314
YDR225W	0.314
YPR145W	0.314
YJL158C	0.314
YMR201C	0.314
YPR172W	0.314
YGR112W	0.314
YNL228W	0.314
YER119C-A	0.314
YLR306W	0.314
YER024W	0.314
YNR025C	0.314
YOR234C	0.314
YJR077C	0.314
YBR171W	0.314
YHL022C	0.314
YNL292W	0.314
YER156C	0.314
YKL131W	0.314
YBR298C	0.314
YML075C	0.314
YMR100W	0.314
YDR065W	0.314
YOR123C	0.314
YNL298W	0.314
YHR067W	0.314
YNR063W	0.314
YDR099W	0.314
YNL295W	0.314
YNL015W	0.314
YBR230C	0.314
YDL168W	0.313
YMR167W	0.313
YPL182C	0.313
YLR346C	0.313
YKL220C	0.313
YOR269W	0.313
YDR484W	0.313
YGL031C	0.313
YFR039C	0.313
YML097C	0.313
YHR134W	0.313
YMR034C	0.313
YML087C	0.313
YOR167C	0.313
YJL144W	0.313
YKL216W	0.313
YKL056C	0.313
YGR255C	0.313
YJL128C	0.313
YER103W	0.313
YLR200W	0.313
YNL052W	0.313
YNL249C	0.313
YDR466W	0.313
YGR033C	0.312
YCR046C	0.312
YLL002W	0.312
YPL091W	0.312
YBL011W	0.312
YKL214C	0.312
YDR271C	0.312
YLR425W	0.312
YDR378C	0.312
YOR033C	0.312
YBR165W	0.312
YCL029C	0.312
YGR023W	0.312
YFL013W-A	0.312
YNL195C	0.312
YHR041C	0.312
YBR245C	0.312
YCR009C	0.312
YLR373C	0.312
YBL053W	0.312
YMR078C	0.312
YML021C	0.312
YLR142W	0.312
YKR085C	0.312
YDL068W	0.312
YPR095C	0.312
YML102W	0.311
YKL053C-A	0.311
YLR021W	0.311
YDR481C	0.311
YGL136C	0.311
YBR006W	0.311
YMR265C	0.311
YPR152C	0.311
YER180C	0.311
YLR447C	0.311
YJL062W	0.311
YDL073W	0.311
YOR043W	0.311
YBR001C	0.311
YKL126W	0.311
YDR458C	0.311
YFR033C	0.311
YER052C	0.311
YLR261C	0.311
YDL133C-A	0.311
YNL055C	0.311
YOR080W	0.311
YJL215C	0.310
YLR221C	0.310
YHR108W	0.310
YLR431C	0.310
YGL054C	0.310
YLR262C	0.310
YIL158W	0.310
YPL239W	0.310
YMR307W	0.310
YGL045W	0.310
YHL014C	0.310
YFR049W	0.310
YOR238W	0.310
YLR422W	0.310
YMR126C	0.310
YFR047C	0.310
YHL016C	0.310
YER145C	0.310
YDL180W	0.310
YCR087W	0.310
YNL035C	0.310
YJL101C	0.310
YOR030W	0.310
YNR051C	0.310
YNL130C	0.310
YAR018C	0.310
YOR184W	0.309
YNL065W	0.309
YKR020W	0.309
YDR073W	0.309
YBR028C	0.309
YAL007C	0.309
YBR050C	0.309
YBL042C	0.309
YBR021W	0.309
YNL226W	0.309
YML102C-A	0.309
YKR005C	0.309
YPL178W	0.309
YNR001C	0.309
YOL113W	0.309
YNL329C	0.309
YMR194W	0.309
YCR031C	0.309
YNL297C	0.309
YPR087W	0.309
YNL305C	0.308
YHL029C	0.308
YBR120C	0.308
YIL053W	0.308
YBR170C	0.308
YBR164C	0.308
YJL147C	0.308
YNL013C	0.308
YOL116W	0.308
YAL034C	0.308
YBR010W	0.308
YDL191W	0.308
YGR055W	0.308
YJR104C	0.308
YPR201W	0.308
YLR342W	0.308
YDL067C	0.308
YMR182C	0.308
YDR269C	0.308
YPR164W	0.308
YIL125W	0.307
YOR070C	0.307
YNL265C	0.307
YPL104W	0.307
YLR325C	0.307
YJL133W	0.307
YDR332W	0.307
YBR053C	0.307
YNL057W	0.307
YMR135W-A	0.307
YDR006C	0.307
YPL084W	0.307
YNL107W	0.307
YNL213C	0.307
YGR041W	0.307
YDL022W	0.307
YPR148C	0.307
YDR347W	0.307
YER037W	0.307
YGL046W	0.306
YLR357W	0.306
YGR204W	0.306
YJR018W	0.306
YNL326C	0.306
YBR062C	0.306
YBL062W	0.306
YIR023W	0.306
YCR045C	0.306
YHR116W	0.306
YKR101W	0.306
YHR110W	0.306
YPL078C	0.306
YBL103C	0.306
YBR034C	0.306
YGR187C	0.306
YBR215W	0.306
YHR115C	0.306
YOL039W	0.306
YBR282W	0.306
YMR188C	0.306
YKR013W	0.306
YLR370C	0.305
YBR292C	0.305
YPR060C	0.305
YDL114W	0.305
YNL291C	0.305
YIL029C	0.305
YGL221C	0.305
YOR177C	0.305
YIR033W	0.305
YKL038W	0.305
YDR083W	0.305
YNL288W	0.305
YPR076W	0.305
YNL241C	0.305
YNL100W	0.305
YHR167W	0.305
YML053C	0.305
YMR223W	0.305
YNL191W	0.305
YCR002C	0.305
YGL148W	0.305
YIL009W	0.304
YML052W	0.304
YDR512C	0.304
YFR031C-A	0.304
YOR309C	0.304
YGR057C	0.304
YMR193W	0.304
YJR113C	0.304
YNL330C	0.304
YLR180W	0.304
YDL002C	0.304
YKL205W	0.303
YGL095C	0.303
YMR228W	0.303
YBR063C	0.303
YGL019W	0.303
YHL009C	0.303
YHR022C	0.303
YHR168W	0.303
YDL052C	0.303
YMR116C	0.303
YMR304W	0.303
YER141W	0.303
YIL087C	0.303
YOR127W	0.303
YNL071W	0.303
YPL040C	0.303
YDR078C	0.303
YJR140C	0.303
YOR128C	0.302
YNL141W	0.302
YDL099W	0.302
YDL090C	0.302
YIL065C	0.302
YDL042C	0.302
YGL212W	0.302
YHR182W	0.302
YER072W	0.302
YHR013C	0.302
YNL322C	0.302
YIL015W	0.302
YLR438W	0.302
YNL299W	0.302
YMR091C	0.302
YLR338W	0.301
YGR081C	0.301
YDR010C	0.301
YKL032C	0.301
YLR235C	0.301
YGL003C	0.301
YML082W	0.301
YJL096W	0.301
YDL133W	0.301
YGL072C	0.301
YPR134W	0.300
YOL072W	0.300
YHR125W	0.300
YJR040W	0.300
YOR078W	0.300
YGR035C	0.300
YPR036W	0.300
YDL117W	0.300
YHL036W	0.300
YHR009C	0.300
YNL072W	0.300
YDR204W	0.300
YML026C	0.300
YPL215W	0.300
YDL033C	0.300
YGR078C	0.300
YER057C	0.300
YCL035C	0.300
YBR084W	0.299
YPL193W	0.299
YEL046C	0.299
YNR050C	0.299
YLR264W	0.299
YPL183C	0.299
YHL043W	0.299
YKL072W	0.299
YIL016W	0.299
YBR266C	0.299
YKL169C	0.299
YLR439W	0.299
YDR128W	0.299
YHL008C	0.299
YHL032C	0.299
YLL042C	0.298
YGL020C	0.298
YJL121C	0.298
YDL190C	0.298
YGR228W	0.298
YMR238W	0.298
YHR081W	0.298
YDL091C	0.298
YER081W	0.298
YDR159W	0.297
YPL174C	0.297
YBR009C	0.297
YKL178C	0.297
YNL011C	0.297
YNL294C	0.297
YBR168W	0.297
YCR026C	0.297
YGR174C	0.297
YAL021C	0.297
YPL047W	0.297
YKL138C	0.297
YIL069C	0.297
YGL080W	0.297
YOL008W	0.297
YGL078C	0.297
YLR268W	0.297
YLR237W	0.296
YDL032W	0.296
YGR178C	0.296
YIL146C	0.296
YLR014C	0.296
YKR006C	0.296
YCR051W	0.296
YJL095W	0.296
YML095C-A	0.296
YNL252C	0.296
YGR118W	0.296
YPR075C	0.296
YCR024C	0.296
YNL197C	0.296
YNR037C	0.296
YPL144W	0.296
YNL227C	0.296
YHL034C	0.296
YCR071C	0.295
YLR309C	0.295
YDL056W	0.295
YKL116C	0.295
YHL019C	0.295
YDL044C	0.295
YMR035W	0.295
YMR038C	0.295
YGL213C	0.295
YEL071W	0.295
YNL286W	0.295
YJL157C	0.295
YJL187C	0.295
YIL162W	0.295
YHR121W	0.294
YLR350W	0.294
YPL226W	0.294
YPR018W	0.294
YIL165C	0.294
YDR025W	0.294
YLR131C	0.294
YDR101C	0.294
YER074W	0.294
YMR282C	0.294
YMR150C	0.294
YJL213W	0.294
YPL184C	0.294
YDL045W-A	0.294
YDL041W	0.293
YMR077C	0.293
YDL039C	0.293
YKL204W	0.293
YLR113W	0.293
YOL052C	0.293
YLR418C	0.293
YLR441C	0.293
YDR161W	0.293
YLR234W	0.293
YPL262W	0.293
YPL205C	0.293
YHL045W	0.293
YBR095C	0.293
YGL174W	0.292
YGL025C	0.292
YKL003C	0.292
YDR323C	0.292
YDR491C	0.292
YLR218C	0.292
YLR069C	0.292
YHR006W	0.292
YLR393W	0.292
YNL082W	0.292
YOR359W	0.292
YKL109W	0.292
YNL148C	0.292
YOL004W	0.292
YPL132W	0.291
YLR074C	0.291
YLR027C	0.291
YER164W	0.291
YBR162W-A	0.291
YDR024W	0.291
YOR073W	0.291
YPR163C	0.291
YGR085C	0.291
YDL107W	0.291
YBR166C	0.291
YDR237W	0.291
YDR418W	0.290
YHR129C	0.290
YBR267W	0.290
YPL029W	0.290
YDL115C	0.290
YDR264C	0.290
YML110C	0.290
YLR406C	0.290
YJL115W	0.290
YNL206C	0.289
YFR032C-A	0.289
YHR064C	0.289
YIL018W	0.289
YEL036C	0.289
YMR257C	0.289
YDR174W	0.289
YPL118W	0.289
YOL027C	0.289
YLR260W	0.289
YBL080C	0.289
YIR005W	0.289
YMR064W	0.288
YNL140C	0.288
YKL087C	0.288
YOR290C	0.288
YPR101W	0.288
YPL024W	0.288
YPR135W	0.288
YJL184W	0.288
YLR436C	0.288
YLR315W	0.288
YOR182C	0.288
YLR287C-A	0.288
YLR304C	0.288
YOL095C	0.288
YAR003W	0.288
YBL057C	0.287
YBL082C	0.287
YPL188W	0.287
YOR274W	0.287
YOL012C	0.287
YER110C	0.287
YHR004C	0.287
YNL067W	0.287
YNL059C	0.287
YCL007C	0.287
YGL027C	0.287
YMR098C	0.287
YIL017C	0.286
YOR065W	0.286
YHR038W	0.286
YJL155C	0.286
YDR363W	0.286
YDR150W	0.286
YEL053C	0.286
YJR144W	0.286
YKL149C	0.286
YGR243W	0.286
YDR315C	0.286
YBL008W	0.285
YJL003W	0.285
YMR286W	0.285
YGR259C	0.285
YER131W	0.285
YDR335W	0.285
YKL113C	0.285
YML086C	0.285
YDR470C	0.284
YHR117W	0.284
YNL199C	0.284
YHR124W	0.284
YOL006C	0.284
YKL194C	0.284
YPR067W	0.284
YDL062W	0.284
YOR155C	0.284
YFR040W	0.283
YNR041C	0.283
YGL250W	0.283
YPL102C	0.283
YJL102W	0.283
YLR410W	0.283
YGR157W	0.283
YCR028C-A	0.283
YHR001W-A	0.283
YMR072W	0.283
YLR420W	0.283
YDR469W	0.283
YIL133C	0.282
YOR035C	0.282
YNL243W	0.282
YDL095W	0.282
YMR263W	0.282
YOR136W	0.282
YLR270W	0.282
YDR500C	0.282
YPR069C	0.282
YMR312W	0.282
YDR337W	0.281
YKL037W	0.281
YHR025W	0.281
YBL051C	0.281
YLR312W-A	0.281
YHR011W	0.281
YPR141C	0.281
YDR079W	0.281
YOL148C	0.281
YOR305W	0.281
YKL170W	0.281
YLR067C	0.281
YML014W	0.281
YLR148W	0.281
YJR121W	0.281
YDR005C	0.280
YBR003W	0.280
YML129C	0.280
YIL052C	0.280
YPR159W	0.280
YHR033W	0.280
YNL079C	0.280
YIL148W	0.279
YHR120W	0.279
YOR209C	0.279
YNL081C	0.279
YPL271W	0.279
YKL176C	0.279
YNL073W	0.279
YER017C	0.279
YHR103W	0.279
YKL184W	0.279
YCR044C	0.279
YKL016C	0.278
YJR122W	0.278
YOR096W	0.278
YLL018C-A	0.278
YOL041C	0.277
YDL173W	0.277
YHL011C	0.277
YMR231W	0.277
YOL046C	0.277
YOL090W	0.277
YBR039W	0.277
YBR268W	0.276
YJL140W	0.276
YDL082W	0.276
YPL086C	0.276
YNL215W	0.276
YMR287C	0.276
YDR175C	0.276
YDR194C	0.276
YKR052C	0.276
YGR135W	0.276
YBR146W	0.276
YIL008W	0.275
YDL194W	0.275
YNL120C	0.275
YER117W	0.275
YLR182W	0.275
YJR139C	0.275
YJL063C	0.275
YLR062C	0.275
YLR384C	0.275
YGR180C	0.275
YBR174C	0.275
YJL129C	0.274
YLR150W	0.274
YGL211W	0.273
YDL063C	0.273
YDR162C	0.273
YLR388W	0.273
YHR200W	0.273
YOR235W	0.273
YBR175W	0.273
YMR097C	0.273
YMR032W	0.273
YNL097C	0.273
YKL127W	0.273
YDR363W-A	0.273
YDR496C	0.273
YKL148C	0.273
YOL033W	0.273
YER154W	0.272
YGL088W	0.272
YBL099W	0.272
YPR057W	0.272
YDL151C	0.272
YOR158W	0.272
YOR322C	0.272
YJL208C	0.272
YOL045W	0.271
YGL215W	0.271
YOR135C	0.271
YBL100C	0.271
YGR171C	0.271
YGL016W	0.271
YDR529C	0.271
YOR375C	0.270
YHR066W	0.270
YER034W	0.270
YHL038C	0.270
YJL209W	0.270
YCR003W	0.270
YIL124W	0.270
YLR070C	0.270
YNL051W	0.270
YLR322W	0.269
YCR094W	0.269
YBR251W	0.269
YML061C	0.269
YJL139C	0.269
YML035C	0.268
YLR125W	0.268
YNL037C	0.268
YML024W	0.268
YOR330C	0.268
YOR323C	0.268
YPR099C	0.268
YLR091W	0.268
YEL061C	0.268
YGR229C	0.267
YIL110W	0.267
YLR079W	0.266
YMR143W	0.266
YHR130C	0.266
YPL055C	0.266
YOR001W	0.266
YLR203C	0.265
YBL027W	0.265
YBR191W	0.265
YOL096C	0.265
YDL172C	0.265
YLR294C	0.265
YMR205C	0.265
YHL007C	0.265
YNL212W	0.265
YOL083W	0.264
YKL001C	0.264
YGR150C	0.264
YPL101W	0.264
YKL057C	0.264
YNL248C	0.264
YCL037C	0.264
YPR116W	0.263
YHL033C	0.263
YGR214W	0.263
YBL046W	0.263
YBR084C-A	0.263
YHR091C	0.263
YLR015W	0.263
YBR181C	0.263
YJL177W	0.263
YER065C	0.262
YJL148W	0.262
YML013C-A	0.262
YOR251C	0.262
YER155C	0.262
YOR331C	0.262
YLR144C	0.261
YJL190C	0.261
YDL160C	0.261
YBL071C	0.261
YDL005C	0.260
YDL232W	0.260
YHR111W	0.260
YDR417C	0.260
YGL167C	0.260
YOR026W	0.260
YDR432W	0.260
YLR358C	0.260
YDR207C	0.260
YDR289C	0.259
YKR074W	0.259
YGL023C	0.259
YJL124C	0.258
YGR062C	0.258
YDR074W	0.258
YNL138W	0.258
YGL017W	0.258
YNL229C	0.257
YLR201C	0.257
YER067W	0.257
YMR142C	0.257
YPL080C	0.256
YIL157C	0.256
YER151C	0.256
YKL110C	0.256
YMR256C	0.256
YLR337C	0.256
YFL032W	0.256
YEL029C	0.256
YMR267W	0.255
YLR139C	0.255
YJL180C	0.255
YGL244W	0.255
YCL058C	0.255
YBR081C	0.255
YJR063W	0.255
YDR433W	0.255
YGL168W	0.255
YPL079W	0.254
YDL083C	0.254
YOR187W	0.254
YGR200C	0.254
YEL065W	0.254
YLL033W	0.254
YMR052C-A	0.253
YJR105W	0.253
YFL001W	0.253
YGR215W	0.253
YDR375C	0.252
YPL254W	0.252
YOR332W	0.251
YDR532C	0.251
YDR230W	0.250
YLR089C	0.250
YPL090C	0.250
YDL074C	0.250
YLR320W	0.249
YML115C	0.249
YJR074W	0.249
YLR448W	0.248
YGR167W	0.248
YMR179W	0.248
YLR192C	0.248
YPL180W	0.247
YLR399C	0.247
YEL068C	0.247
YDL192W	0.246
YNL307C	0.246
YGR285C	0.246
YCR086W	0.246
YEL003W	0.246
YNL069C	0.246
YGR036C	0.246
YNL119W	0.245
YLR423C	0.245
YML121W	0.245
YJR032W	0.245
YHR021C	0.244
YOR141C	0.244
YMR037C	0.244
YBL045C	0.244
YDR382W	0.244
YBR071W	0.243
YNR052C	0.243
YNL177C	0.243
YGL014W	0.240
YBL072C	0.240
YLR185W	0.240
YLR068W	0.239
YLR369W	0.239
YDR156W	0.238
YOR295W	0.237
YLR184W	0.237
YDR431W	0.237
YDR197W	0.236
YLR204W	0.236
YJR060W	0.235
YFL023W	0.235
YLR295C	0.235
YHR060W	0.234
YOL051W	0.234
YHR147C	0.233
YOR241W	0.233
YGR188C	0.233
YNL139C	0.232
YPL097W	0.231
YDL118W	0.231
YDR017C	0.231
YDL116W	0.231
YBL079W	0.230
YGL076C	0.230
YHR030C	0.230
YBR156C	0.230
